ticker,name,Date,Data
MT,ArcelorMittal,17/4/14,48.840000
MT,ArcelorMittal,22/4/14,48.810001
MT,ArcelorMittal,2/5/14,48.720001
MT,ArcelorMittal,7/5/14,48.419998
MT,ArcelorMittal,12/5/14,47.759998
MT,ArcelorMittal,22/5/14,45.660000
MT,ArcelorMittal,27/5/14,46.500000
MT,ArcelorMittal,6/6/14,46.080002
MT,ArcelorMittal,11/6/14,46.080002
MT,ArcelorMittal,16/6/14,44.790001
MT,ArcelorMittal,26/6/14,44.700001
MT,ArcelorMittal,1/7/14,44.639999
MT,ArcelorMittal,11/7/14,43.799999
MT,ArcelorMittal,16/7/14,45.630001
MT,ArcelorMittal,21/7/14,44.970001
MT,ArcelorMittal,31/7/14,45.630001
MT,ArcelorMittal,5/8/14,42.360001
MT,ArcelorMittal,15/8/14,41.279999
MT,ArcelorMittal,20/8/14,42.330002
MT,ArcelorMittal,25/8/14,42.060001
MT,ArcelorMittal,4/9/14,43.500000
MT,ArcelorMittal,9/9/14,44.009998
MT,ArcelorMittal,19/9/14,44.459999
MT,ArcelorMittal,24/9/14,42.689999
MT,ArcelorMittal,29/9/14,41.279999
MT,ArcelorMittal,9/10/14,37.169998
MT,ArcelorMittal,14/10/14,37.680000
MT,ArcelorMittal,24/10/14,38.820000
MT,ArcelorMittal,29/10/14,38.880001
MT,ArcelorMittal,3/11/14,38.549999
MT,ArcelorMittal,13/11/14,36.150002
MT,ArcelorMittal,18/11/14,37.349998
MT,ArcelorMittal,28/11/14,36.750000
MT,ArcelorMittal,3/12/14,36.750000
MT,ArcelorMittal,8/12/14,35.549999
MT,ArcelorMittal,18/12/14,33.869999
MT,ArcelorMittal,23/12/14,33.509998
MT,ArcelorMittal,2/1/15,32.520031
MT,ArcelorMittal,7/1/15,30.810030
MT,ArcelorMittal,12/1/15,30.180031
MT,ArcelorMittal,22/1/15,30.270031
MT,ArcelorMittal,27/1/15,28.800028
MT,ArcelorMittal,6/2/15,29.760029
